comment_id,parent_comment_id,create_time,video_id,content,user_id,nickname,sex,sign,avatar,sub_comment_count,last_modify_ts
260246514849,261154305888,1745476802,114390430913971,别这样[大哭],34756982,猫猫是最可爱的喵,男,,https://i2.hdslb.com/bfs/face/6b615929101945aff80728f5012cb881a5f0a25a.jpg,0,1745742393048
260246915841,261154305888,1745477283,114390430913971,哭成泪人了[大哭][大哭][委屈][委屈][委屈][委屈][委屈][委屈][委屈]😭😭😭😭😭😭😭😭,3546865318496566,吐司蛋糕面包,保密,,https://i1.hdslb.com/bfs/face/46b24b876e849ba3848e34bbfc79b473d611c66f.jpg,0,1745742393049
261157627408,261154305888,1745477361,114390430913971,哭死😭,481889834,Scarlett哈哈哈哈,保密,,http://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742393050
260247068129,261154305888,1745477451,114390430913971,[委屈][委屈][委屈],179076151,吃橘子不是橘猫,女,生活明朗，未来可期,https://i1.hdslb.com/bfs/face/db061bcd8a042d57791a23853d1c443b0b159582.jpg,0,1745742393052
260247707745,261154305888,1745478188,114390430913971,wok 你干嘛[大哭],17588398,就我不服输,保密,,https://i1.hdslb.com/bfs/face/3379a149779774ec270293a3634f8dc4c5b2b411.jpg,0,1745742393054
260247731009,261154305888,1745478274,114390430913971,刀麻了，又一次爆哭啊啊啊😭,436466270,茯笙dear,女,,https://i2.hdslb.com/bfs/face/5d6b84aba9d4c7924d1a35c538f7096515f81981.jpg,0,1745742394883
261158870816,261154305888,1745478825,114390430913971,亲手埋葬了他的爱,200609634,单读人,保密,,https://i0.hdslb.com/bfs/face/93f4dfd53111ff6450c0ae809f8a0ffa32763800.jpg,0,1745742394884
260248299089,261154305888,1745478972,114390430913971,哭死了,11763187,鱼香の,男,,https://i1.hdslb.com/bfs/face/12daaf66e1df33a86334d0e1342c403e6b095242.jpg,0,1745742394885
260249245505,261154305888,1745480085,114390430913971,甚至连背后那一颗倒下的树都一摸一样。朔真的花了心思的,8979453,Jokasin,保密,,https://i0.hdslb.com/bfs/face/89bb919685114f79d9fad666e63a99e5d783d79f.jpg,0,1745742394887
260249724577,261154305888,1745480486,114390430913971,刀死我了[大哭],15971073,莫伊凹喵喵,保密,,http://i0.hdslb.com/bfs/face/53a734a20def8d4d6a72169f26e171de1326c398.jpg,0,1745742394889
261161564976,261154305888,1745481669,114390430913971,在释怀和感动中放下,1310388342,咦这是什么果子,男,,https://i0.hdslb.com/bfs/face/b6ccfa86242d04acf8b5060ec339b63250913faf.jpg,0,1745742394890
260251092641,261154305888,1745482100,114390430913971,实在绷不住了[大哭][大哭][大哭][大哭][大哭][大哭][大哭],406878356,等浪听,女,憨憨啊,https://i2.hdslb.com/bfs/face/0181dabb3d225a777674528b144bd5cdd8b29a6e.jpg,0,1745742394892
261162189552,261154305888,1745482295,114390430913971,[大哭][大哭],35424434,大世花生,保密,被遗忘的旅人,https://i2.hdslb.com/bfs/face/09fc58976108ab1ed655557bf76bd15dcd095847.jpg,0,1745742394893
260252352049,261154305888,1745483377,114390430913971,啊啊啊啊啊,8182660,清净忘忧,保密,人生是非理性和理性的互相博弈,https://i1.hdslb.com/bfs/face/4d808347654888d13997ce1dd112727ab219a61f.jpg,0,1745742394895
261163299344,261154305888,1745483397,114390430913971,你要哭死我吗[委屈],504034549,北攻向前,保密,,https://i1.hdslb.com/bfs/face/8ea2540d30bb850bc2525220d3e35ec78d01fec5.jpg,0,1745742394896
261163721072,261154305888,1745483935,114390430913971,这是在那一期？,526598817,其实是天选之女,女,大概是天才,https://i0.hdslb.com/bfs/face/fa57cb035d68fbabc527e39e58c616ca7787d4ac.jpg,0,1745742396697
260253337425,261154305888,1745484499,114390430913971,爱是约定！明年的悟空一定能见到春天的美好[大哭][大哭][大哭],276914292,显赫海宝,保密,,https://i0.hdslb.com/bfs/face/055647f36322454231902b2b949efac9e34087d6.jpg,0,1745742396699
261164587520,261154305888,1745484746,114390430913971,[大哭][大哭][大哭]刚收住的眼泪又止不住了,25154105,渔生不才,保密,坐卧江畔边，渔人自得闲,https://i2.hdslb.com/bfs/face/2424236b17d73723517d4647638aad08a0e02542.jpg,0,1745742396701
261164548304,261154305888,1745484838,114390430913971,真希望没有这两期的内容，这样我的电子小猫就一直在，只当是赵硕那臭小子不更新了，还记得那天刷到赵硕捡到悟空，在那个寒冷的冬天，小猫陪伴着赵硕，赵硕给了小猫一个温暖的窝，每天都期待他发跟小猫一起骑行的视频，一人一猫，远离喧嚣，是那么的美好，赵硕给小猫煮duangduang羊黄萝卜，再回头看，已经没有了岁月静好，全是好像命中注定分离的悲伤。我还是接受不了，头好疼😣。,434630504,顾顾-ln1,保密,,https://i2.hdslb.com/bfs/face/80345a7f673980111c4091902ce40325dc840fe6.jpg,0,1745742396702
261165053728,261154305888,1745485226,114390430913971,朋友，你要杀了我吗,2509018,佐仓千代爱吐槽,保密,,https://i1.hdslb.com/bfs/face/c260a0169d37b98d31cda5519aeb7c48d2bcc61e.jpg,0,1745742396703
261165062800,261154305888,1745485259,114390430913971,眼睛尿尿了[大哭][大哭][大哭],18809807,戳你脸哦,女,Love -Trust -Principle,https://i2.hdslb.com/bfs/face/394501e7a6f6c4501d70bd4b379381b09bd2ea00.jpg,0,1745742396704
261165185904,261164548304,1745485391,114390430913971,回复 @顾顾-ln1 :所以老天爷真是个写be的高手,591420618,就一小野猪,女,,https://i0.hdslb.com/bfs/face/1bfca9d56b33d44845097336780aab6a4bbb0977.jpg,0,1745742396706
261165195248,261154305888,1745485410,114390430913971,太刀了。。[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭],264563028,zhadh,保密,,http://i0.hdslb.com/bfs/face/fa5d666cba958a4a11edbcf3c9ea9288e2a015b9.jpg,0,1745742396707
261165400784,261154305888,1745485605,114390430913971,你…………[大哭][大哭][大哭][大哭][大哭][大哭],569276012,婧语江惆,女,白云苍狗，似水流年……,https://i2.hdslb.com/bfs/face/5c4006cb14c0ece86ffa16a1203cbdb3e47c18a1.jpg,0,1745742396708
261165504416,261154305888,1745485703,114390430913971,[大哭][大哭][大哭][大哭][大哭][大哭][大哭],20522348,Deer111,女,我的号,https://i2.hdslb.com/bfs/face/b04bb2ccfa5f3e0aca6de923e935949c194150fe.jpg,0,1745742396710
261165624800,261154305888,1745485820,114390430913971,[大哭],170206700,吃一口甜酥,女,,https://i2.hdslb.com/bfs/face/afd72b6163e65ef7781b39559638a33650adfc28.jpg,0,1745742398758
260254980081,261154305888,1745486143,114390430913971,啊啊啊啊啊啊啊哭出声音了[大哭],1696397455,Bahabi,保密,,https://i1.hdslb.com/bfs/face/0a8e9e894510b276078df4313547e58636ecbfcc.jpg,0,1745742398760
261166324496,261154305888,1745486359,114390430913971,[热词系列_破防了],322080235,翩翩少年007,男,越努力越幸运,https://i1.hdslb.com/bfs/face/788b535abe146840722ddf43f1b77a68f75373b3.jpg,0,1745742398761
260255257105,261154305888,1745486405,114390430913971,干，催泪弹,487521191,谭谈生活,男,,https://i2.hdslb.com/bfs/face/d95ff229938eaa32ee657bc22aee58b9b1291843.jpg,0,1745742398762
260255987793,261154305888,1745487109,114390430913971,杀我,388487953,o小圆宝o,女,,https://i1.hdslb.com/bfs/face/7ede578af6dcb06a863b91bc4147aecad1503e01.jpg,0,1745742398765
260255993585,261154305888,1745487125,114390430913971,[大哭][大哭][大哭],2012086351,梦中情壮,女,,https://i1.hdslb.com/bfs/face/1df97f5cb07e1da388215857f0e0c49caf83d9bf.jpg,0,1745742398766
260256476241,261154305888,1745487538,114390430913971,你杀了我吗？朋友[大哭][大哭][大哭],285331688,Abby_John,保密,,https://i2.hdslb.com/bfs/face/97a2763961db9bfa72ec08d52ddb0b93b6f6a376.jpg,0,1745742398767
260256942737,261154305888,1745487934,114390430913971,真是痛啊,88010581,_祈祷者_,男,"圣诞夜见
                                 ",https://i1.hdslb.com/bfs/face/58fe92a5090670beba2d50ef50abbda332e27099.jpg,0,1745742398768
260257507393,261154305888,1745488474,114390430913971,你鲨了我吧,18414753,元味哒,保密,Fear Only God Hate Only Sins,http://i0.hdslb.com/bfs/face/b5d006f72b2dcdbcf54c89418b77d4dc657fb69d.jpg,0,1745742398769
261169214240,261154305888,1745488829,114390430913971,[大哭][大哭][大哭][大哭],89438604,咪咔露,保密,,http://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742398770
261170223760,261154305888,1745489686,114390430913971,可以不要再杀我了好么,20029024,极乐隐士,保密,,https://i1.hdslb.com/bfs/face/e3c70b947ee5933a96daec3e45b2dbc345b7c03d.jpg,0,1745742400939
261171370304,261154305888,1745490491,114390430913971,[大哭][大哭][大哭][大哭][大哭],239904731,_Hsin_,保密,,https://i2.hdslb.com/bfs/face/a3a4831dfdcad465abd1a836d5eead8b4003f23d.jpg,0,1745742400943
260262043633,261154305888,1745492095,114390430913971,好锋利的刀啊你！,11981185,逢模の小卒,男,上了贼船？不！只是向星辰大海进发！那有什么岁月静好，只不过有人替你负重前行！,http://i1.hdslb.com/bfs/face/1ab12bcec05c119a1269fc4b622f3e2930296524.jpg,0,1745742400947
260263102321,261154305888,1745492936,114390430913971,看哭我了，师父用心了，臭喵会喜欢的,1559158390,那天边的红霞,女,,https://i1.hdslb.com/bfs/face/3e51dcb57118dae89460558a9002f34184b90965.jpg,0,1745742400948
261178884752,261154305888,1745496233,114390430913971,别刀了[委屈][委屈][大哭][大哭][大哭][大哭],281138543,随意叫我,保密,,http://i2.hdslb.com/bfs/face/df49cb6de5b9323c7f4e81b46f33a559786b2b8a.jpg,0,1745742400951
260268021585,261154305888,1745496888,114390430913971,受不了了。。。。,6201688,无敌小豆丁,保密,,http://i1.hdslb.com/bfs/face/ea7246d9f9b483ab214b799411fdbd8da73bfda1.jpg,0,1745742400952
260268496865,260244330593,1745497206,114390430913971,回复 @Doraemon53 :他甚至还晕车,49562887,一月树影,保密,,https://i1.hdslb.com/bfs/face/03744df9ea650703644b811569f05d0038002cf3.jpg,0,1745742400953
261180770992,261154305888,1745497742,114390430913971,谁教你这么拼图的,162865841,LuminaryGalaxy,女,摇啊摇，摇到外婆桥,https://i2.hdslb.com/bfs/face/78327e2781af6ef6bef7bfa29221501521679c17.jpg,0,1745742400954
260269290561,261154305888,1745497849,114390430913971,[大哭][大哭][大哭][大哭][大哭],28176271,糯米滋滋喵酱,女,13年铁饭Arashi黄担竹马团，cp乱炖无墙随意。极其业余小提琴爱好者,https://i1.hdslb.com/bfs/face/0c98ec86c08ac1e04c139f977181861bb8450acb.jpg,0,1745742400956
260269697089,261154305888,1745498180,114390430913971,眼泪唰的一下就下来了,624428859,不新的小新,男,,https://i0.hdslb.com/bfs/face/e8be2f6bfb4ded38f041d5576a03edfd3564e371.jpg,0,1745742400957
260269779825,261154305888,1745498226,114390430913971,太虐了😭😭😭😭😭,558458287,劳拉范宁0407,保密,,http://i1.hdslb.com/bfs/face/c36e81db91affdc8ae38f5a6db7f8e3da8d125d1.jpg,0,1745742402759
261271967984,260354489105,1745592172,114390430913971,它叫什么名字,16009129,阿恒微微笑,保密,,https://i1.hdslb.com/bfs/face/71fbd594529401ab876bbbe06f0b14e9efb82973.jpg,0,1745742404565
260368402353,261271967984,1745602462,114390430913971,回复 @阿恒微微笑 :叫少白,393022750,追风自由,保密,,https://i1.hdslb.com/bfs/face/8446574e488e2a8400f89cafecc26a092e3f0b1d.jpg,0,1745742404572
260353624193,260352930225,1745589840,114390430913971,老师，你来了[爱心][爱心][爱心][爱心][爱心],649436963,隔壁冷宝,男,,http://i2.hdslb.com/bfs/face/d7b79b1634c4fa387a80ea7f87352b4a3973a043.jpg,0,1745742406375
260356714273,260352930225,1745592103,114390430913971,感谢k宝的画作，顶上去[委屈],94586375,leo黑猫,保密,,http://i2.hdslb.com/bfs/face/a2050496f52ef8526b6a02ad94c18e51fd0a7c34.jpg,0,1745742406376
261149156816,261144510800,1745469250,114390430913971,你小子，倒是给我张纸巾啊喂,48731110,这里是白茶呀,保密,喜欢小裙子的男孩子，正在努力生活。,https://i1.hdslb.com/bfs/face/1aa31a439c8b60b0b4116c02849e3c89688861ca.jpg,0,1745742408174
261169484368,260257588529,1745489160,114390430913971,七十二般变化[给心心],34520104,美玲不冬天,女,Love the children and save the world ,http://i1.hdslb.com/bfs/face/70820034104ca3dc5b21f330dff47fca5a9b38d1.jpg,0,1745742410001
261175616560,260257588529,1745493776,114390430913971,它怎么会如此可爱[大哭][大哭][大哭],1445131,Cat_Jem13,保密,It's BlackCat LizaLee Northern Summer iWeb,http://i1.hdslb.com/bfs/face/f8840b5d05a8f826d6d7d9bb6e44361b5cb5fb8d.jpg,0,1745742410002
260266546529,260257588529,1745495698,114390430913971,好漂亮的小猫[保卫萝卜_哇],87438869,守护全世界的虎皮面包,女,看私信的频率很低，会帮忙但后续全靠走过路过的诸位。如果有专业性很强的问题非要问我本人，可能要等很久，在B站只是看视频。,https://i2.hdslb.com/bfs/face/8bd4e62094d25717b2ec20de2f38f03ed872b61e.jpg,0,1745742410004
260270680353,260257588529,1745499035,114390430913971,本来也忍住没哭了，看到悟空当初在松林里的截图，想起他和师父快乐奔跑在松林里的画面，眼泪突然就没忍住,318817571,黑宝宝是千万富翁的猫,男,,https://i2.hdslb.com/bfs/face/f06af5b913d849d4d6ec3ed618b1520cf2a9ce1d.jpg,0,1745742410005
261183290496,260257588529,1745499634,114390430913971,"“空空”宝宝是真帅真可爱。
[嘟嘟][嘟嘟][嘟嘟][嘟嘟][嘟嘟][嘟嘟][嘟嘟][嘟嘟][保佑][保佑][大哭][大哭]",569276012,婧语江惆,女,白云苍狗，似水流年……,https://i2.hdslb.com/bfs/face/5c4006cb14c0ece86ffa16a1203cbdb3e47c18a1.jpg,0,1745742410006
261190059456,260257588529,1745504754,114390430913971,看着你们说的这些话，心里更难过了,239789925,白胖子白白白,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742410008
260283557585,260257588529,1745508948,114390430913971,[委屈],301963397,带落雨皮卡豆角,保密,,https://i2.hdslb.com/bfs/face/ad17c65fc0bc88d1b38143debada3d9a4abe1ac0.jpg,0,1745742410009
260286241889,260257588529,1745511140,114390430913971,悟空宝宝，继续自由自在的好好玩吧～晚安💤,376343797,晞之无名,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742410010
261148662512,261147692528,1745468865,114390430913971,把你的墨镜给我摘下来[大哭][大哭][大哭],383327749,anti-cyclone,女,我是一隻旷野的鸟，在你的眼里找到了天空,https://i1.hdslb.com/bfs/face/40ddf716593218f8525f40f8a3a9b20475882406.jpg,0,1745742411788
261148852832,261147692528,1745469085,114390430913971,眼镜摘一下[难过],35221102,中国港澳台懂吗,保密,爷的名称就这么霸气，你管得着？,https://i1.hdslb.com/bfs/face/e5f6f1b15ff6a5a3e395fe69d92a8e03c3e6e108.jpg,0,1745742411789
261149176128,261147692528,1745469302,114390430913971,是的，悟空宝宝到最后也是那么可爱[大哭],1367197708,小鱼的冲浪记,保密,不用关注，我就是玩。,https://i1.hdslb.com/bfs/face/da3182517b92d153b2314be18686ff2607337d5c.jpg,0,1745742411792
260239154945,261147692528,1745469456,114390430913971,墨镜摘了[大哭],453460590,寒腿猫,男,"没事跑一下子

勿私信不回
不互",https://i0.hdslb.com/bfs/face/2a1f8abc604afbdbbd7b11faf93ad0cbd4db99c7.jpg,0,1745742411794
260239484033,261147692528,1745469756,114390430913971,挺好的[大哭],652547188,雪衣望云间,男,,https://i1.hdslb.com/bfs/face/97f742ac96776300092cca885b69f3a9bd1f2bb2.jpg,0,1745742411795
260239687649,261147692528,1745469845,114390430913971,除了血，悟空还是白白净净的，像睡着了一样，但我没勇气再看第二遍[大哭][大哭][大哭][大哭],11423058,喵乎咪也,保密,B站长期潜水党，偶尔会抽疯做影视剪辑。,http://i0.hdslb.com/bfs/face/e36e758edbda2713676966066cbac774390c1c35.jpg,0,1745742411796
261150169344,261147692528,1745469926,114390430913971,朋友，眼镜借我用用[大哭],11664640,凉樱の,女,泽野弘之,https://i1.hdslb.com/bfs/face/33b078ceac7f20b69ea8bfd8d5a6e8275e2d6994.jpg,0,1745742411798
260239859217,261147692528,1745470030,114390430913971,對，挺好的,1903479358,三方水玲子,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742411799
261151175424,261147692528,1745470818,114390430913971,是啊......蜷成小小一团，真不习惯它这么乖顺安静[墨镜],4369613,比奇堡-第一杀手,保密,啊啊啊啊啊啊啊啊啊,https://i2.hdslb.com/bfs/face/caedf9424e996748225404a400103c6b6d773756.jpg,0,1745742411800
261151403296,261147692528,1745471003,114390430913971,悟空很大可能不是车祸走的，哎,488837402,慧心一笑300w,保密,,https://i2.hdslb.com/bfs/face/3cab6b86061158a521f39b1e4f2a48ffe62d9f34.jpg,0,1745742411801
260241224993,261147692528,1745471134,114390430913971,太残忍了，不应该让我们看到遗体[大哭],365713973,进享自由厦门,保密,,http://i2.hdslb.com/bfs/face/e2d9be1654987248fc76d7d2cb092d7b83770099.jpg,0,1745742413584
260241243457,261147692528,1745471201,114390430913971,别摘我墨镜[墨镜]，[大哭]🕶,15181880,叶孤橙没有粗眉毛,保密,,https://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742413586
261152003904,261151403296,1745471386,114390430913971,回复 @慧心一笑300w : 我也好想知道它到底怎么走的,272341842,太阳sunny红,保密,,https://i0.hdslb.com/bfs/face/087e5c5652ee5a2d88634661a345cc1db0582344.jpg,0,1745742413587
260242568689,261151403296,1745472295,114390430913971,回复 @慧心一笑300w : 视频说了 热度过去会放出来的 只能等吧 时间是永远向前的,20826891,猪头人饭子,保密,"纯粹的神经病
",https://i0.hdslb.com/bfs/face/e45eff487b86bfb99235b2a0b0d4404ab15966b5.jpg,0,1745742413588
261153567248,260239687649,1745472926,114390430913971,回复 @喵乎咪也 :看它的动作，应该是在车篮子里睡觉被撞的,450499040,阿武的巴达兽啊,女,凡有乐事可乐,https://i2.hdslb.com/bfs/face/5e1369bf8d503f347c658191768b248988384a7c.jpg,0,1745742413592
260243321809,261147692528,1745473194,114390430913971,它睡得很安详[墨镜]。。嗯。。,14926698,暖大兔Sue,保密,年纪越来越大，不仅笑点越来越低，连咪咪也越来越垂,http://i0.hdslb.com/bfs/face/a9ae5f539ed5bbc817a3bf91a6a04359c49b68eb.jpg,0,1745742413593
260243887633,261153567248,1745473801,114390430913971,回复 @阿武的巴达兽啊 :如果是这样，悟空是在睡梦中走的，还好……[大哭][大哭][大哭],11423058,喵乎咪也,保密,B站长期潜水党，偶尔会抽疯做影视剪辑。,http://i0.hdslb.com/bfs/face/e36e758edbda2713676966066cbac774390c1c35.jpg,0,1745742413594
260244305217,260241224993,1745474286,114390430913971,回复 @进享自由厦门 : 你要学一下怎么告别，遗体告别非常重要。,17564481,豆果121,保密,世界和平,https://i0.hdslb.com/bfs/face/3bd6243eceaa9911aa67cc2ca22bd0c5922ae2c7.jpg,0,1745742413595
261156126064,260243887633,1745475726,114390430913971,回复 @喵乎咪也 :养猫的人今天中午看这期，真得眼泪配饭,450499040,阿武的巴达兽啊,女,凡有乐事可乐,https://i2.hdslb.com/bfs/face/5e1369bf8d503f347c658191768b248988384a7c.jpg,0,1745742413597
260245898753,261147692528,1745476108,114390430913971,[墨镜],614972387,bili_36800118926,保密,,http://i0.hdslb.com/bfs/face/member/noface.jpg,0,1745742413599
260246567889,261156126064,1745476792,114390430913971,回复 @阿武的巴达兽啊 :[拥抱]我本来能吃两碗饭，最后只勉强吃了一碗[大哭],11423058,喵乎咪也,保密,B站长期潜水党，偶尔会抽疯做影视剪辑。,http://i0.hdslb.com/bfs/face/e36e758edbda2713676966066cbac774390c1c35.jpg,0,1745742415417
261158042416,260246567889,1745477777,114390430913971,回复 @喵乎咪也 :我会细心照顾好我家猫，多抱抱它,450499040,阿武的巴达兽啊,女,凡有乐事可乐,https://i2.hdslb.com/bfs/face/5e1369bf8d503f347c658191768b248988384a7c.jpg,0,1745742415419
261158100288,261153567248,1745477828,114390430913971,回复 @阿武的巴达兽啊 :希望是这样 在睡梦中长眠了[拥抱],433731525,月揽满江树,女,云破月来花弄影,https://i0.hdslb.com/bfs/face/e006c24799272499349cb0f0d2c78ccbedfea2ae.jpg,0,1745742415420
261158317408,261147692528,1745478224,114390430913971,看到一帧，头上身上都有血迹，浑身难受，疼,434641825,KBDYZ,男,,https://i1.hdslb.com/bfs/face/b051381ebfb7ee553d8376c81d7e1df397e5fd9f.jpg,0,1745742415422
261158590272,261158100288,1745478352,114390430913971,回复 @月揽满江树 :只要被记住，就永远存在,450499040,阿武的巴达兽啊,女,凡有乐事可乐,https://i2.hdslb.com/bfs/face/5e1369bf8d503f347c658191768b248988384a7c.jpg,0,1745742415423
261158902304,261147692528,1745478678,114390430913971,往外拿的时候怕的要命，还非常想知道。笨想如果残破不堪师父不会给看的，稍微安慰了些，但还是怕,702275821,该古娜小木白,保密,,https://i1.hdslb.com/bfs/face/149d81beb5fee3a464f06aa14983e18f0f48fbc6.jpg,0,1745742415424
261160665104,260239687649,1745480658,114390430913971,回复 @喵乎咪也 :看到它身上的血迹的时候，我还是用手挡了一下屏幕，不忍去想象它在生命最后一刻的痛苦，看到这样的悟空，也让我觉得陌生，原本它是多么可爱的活蹦乱跳的小猫啊……,280494544,宅家标兵,保密,,https://i1.hdslb.com/bfs/face/0bbc69b31d355560390afc456322222694d4d954.jpg,0,1745742415425
260260217169,261147692528,1745490633,114390430913971,"对,挺好的",13269574,阿胖是桶油,保密,,https://i1.hdslb.com/bfs/face/a663e53a0b06908b8d88b85e5f91e95aa450fce2.jpg,0,1745742415427
